synthetic_graph_id,synthetic_contract,synthetic_interaction_id,family,template_split,template_graph_id,template_interaction_id,template_function,call_method,state_variable,source_hash,label
SYNTH_REENTRANCY::02376::SyntheticReentrancy02376,SyntheticReentrancy02376,i:withdraw2376,withdraw,test,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::BorrowerOperations,i:_moveTokensAndETHfromAdjustment,_moveTokensAndETHfromAdjustment,transfer,claims13,0185b729de120abdca60a960127c94224c58cc991e383285dc2771e9bbcb9393,1
SYNTH_REENTRANCY::02377::SyntheticReentrancy02377,SyntheticReentrancy02377,i:claimReward2377,claimReward,train,DAPP::DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code::wHakka,i:stake,stake,send,escrowed14,0ce35d3ee1e21b173ca6e152f87f224e2333d2d5cc1af727f3d979a12da4ea05,1
SYNTH_REENTRANCY::02378::SyntheticReentrancy02378,SyntheticReentrancy02378,i:refund2378,refund,train,DAPP::DAppSCAN-source/contracts/consensys-Idle_Finance/idle-tranches-d94ee7194e8cb17db13b16c338f3e780b62f5435::IdleCDO,i:_deposit,_deposit,safeTransfer,payouts15,68f9a440cea5d05659e306212853903c0042f7347d44965bb16eb1a0a9385ee0,1
SYNTH_REENTRANCY::02379::SyntheticReentrancy02379,SyntheticReentrancy02379,i:unstake2379,unstake,test,DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::RobotLiabilityLib,i:finalize,finalize,transfer,positions16,4679131b2e6933ffa9053d813cb91defddd9ca0fa951c887bd2b85b1a3779892,1
SYNTH_REENTRANCY::02380::SyntheticReentrancy02380,SyntheticReentrancy02380,i:redeem2380,redeem,train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::FountainBase,i:_depositAngel,_depositAngel,call,balances0,42c0c89389e3ffd846daf3f3c8818aac0c80e527583598d54b768d7020eaa47f,1
SYNTH_REENTRANCY::02381::SyntheticReentrancy02381,SyntheticReentrancy02381,i:payout2381,payout,train,FORGE::vfp_00096::MarketConfigurator,i:_migrateFactoryTargets,_migrateFactoryTargets,transfer,credits1,104dd1e4534dad59ce2a0455e13744076a534d346b9c29beb26672f5eb9bf320,1
SYNTH_REENTRANCY::02382::SyntheticReentrancy02382,SyntheticReentrancy02382,i:release2382,release,train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferBNBOptions,i:create,create,send,pendingRewards2,db18599048fdd1c32cb39b23f522fe9fadafbac73231398dff2b4b899a825ea6,1
SYNTH_REENTRANCY::02383::SyntheticReentrancy02383,SyntheticReentrancy02383,i:exit2383,exit,train,DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::EternalHeroesFactory,i:_buy,_buy,safeTransfer,withdrawalRequests3,68d6446b413da66f9cc3a42c1169eb75b8889806be95ec17933905d26453a3b7,1
SYNTH_REENTRANCY::02384::SyntheticReentrancy02384,SyntheticReentrancy02384,i:claim2384,claim,train,DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::LendingPool,i:flashLoan,flashLoan,transfer,shares4,c371ea01a9af7c714b1029e6bcd55dc0355b495b9ac16eb016c810a642fdf698,1
SYNTH_REENTRANCY::02385::SyntheticReentrancy02385,SyntheticReentrancy02385,i:settle2385,settle,train,DAPP::DAppSCAN-source/contracts/Coinbae-Barnbridge_Vault/CommunityVault0xA3C299eEE1998F45c20010276684921EBE6423D9::CommunityVault,i:setAllowance,setAllowance,call,stakes5,490f7a0e4052f311c67d9f74a92339c5e5cc4c27c35960bc1d75cbf1da09c9bc,1
SYNTH_REENTRANCY::02386::SyntheticReentrancy02386,SyntheticReentrancy02386,i:collect2386,collect,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-MapleFinance/liquidations-35c628e5ab45fbffaab7aef43a030a98b712a94a::Liquidator,i:liquidatePortion,liquidatePortion,transfer,claims6,bba38ec49f5c2eb56cf325204738a564b5b124c05a804335fb36b559c10151c4,1
SYNTH_REENTRANCY::02387::SyntheticReentrancy02387,SyntheticReentrancy02387,i:harvest2387,harvest,test,DAPP::DAppSCAN-source/contracts/consensys-GrowthDeFi WHEAT/wheat-v1-core-8360ac0a537589bb974e8a5a169bb3e7c95d2857::Exchange,i:convertFundsFromInput,convertFundsFromInput,send,escrowed7,38a413fc872a8eb6dd0a021d94ae13b4d0e38ac5fe167dcf5ce1a4d422b0e8dc,1
SYNTH_REENTRANCY::02388::SyntheticReentrancy02388,SyntheticReentrancy02388,i:withdraw2388,withdraw,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:emergencyWithdraw,emergencyWithdraw,safeTransfer,payouts8,ee25a317c023fd2a69752532162b8306645d2aedc3769fe8e0777aee60a488ff,1
SYNTH_REENTRANCY::02389::SyntheticReentrancy02389,SyntheticReentrancy02389,i:claimReward2389,claimReward,train,"DAPP::DAppSCAN-source/contracts/Inspex-Tokens, Farm & Shop/-SpeedStar-Audit-3e39d7acf9c1aa9f3a5511c161c2035ba7d6bc1f::Staking",i:depositStable,depositStable,transfer,positions9,42c63c59b6992babf652c63a55b58b2a6dc55916a18e86b01b573c525b976a8e,1
SYNTH_REENTRANCY::02390::SyntheticReentrancy02390,SyntheticReentrancy02390,i:refund2390,refund,train,FORGE::vfp_00125::Aori,i:cancel,cancel,call,balances10,121df548b194ee5c460f7b4bbb7f23f74ca7894936682153cfcc8d933cb91094,1
SYNTH_REENTRANCY::02391::SyntheticReentrancy02391,SyntheticReentrancy02391,i:unstake2391,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Hakka_Finance_wHakka/code::wHakka,i:unstake,unstake,transfer,credits11,e87bdcfc14b6f0fe9f6351b1951cd6e878ca3d4f1000ad7704d83e2ff79c9c35,1
SYNTH_REENTRANCY::02392::SyntheticReentrancy02392,SyntheticReentrancy02392,i:redeem2392,redeem,train,DAPP::DAppSCAN-source/contracts/Chainsulting-Furucombo-project2/trevi-b3f7fd332873321152db48c9d43fc23a60a29f1a::FountainBase,i:_withdrawAngel,_withdrawAngel,send,pendingRewards12,f813bc5495ec9bee0d17931f95f9614300746862e815242498b2cf0beffea444,1
SYNTH_REENTRANCY::02393::SyntheticReentrancy02393,SyntheticReentrancy02393,i:payout2393,payout,test,FORGE::vfp_00260::Router_Adapter,i:relayTokens,relayTokens,safeTransfer,withdrawalRequests13,79424e921c37e28a52caceacfbd16ea5a95a661936d81a06f44ac2fb5e12176f,1
SYNTH_REENTRANCY::02394::SyntheticReentrancy02394,SyntheticReentrancy02394,i:release2394,release,train,FORGE::vfp_00215::ScrollChainValidium,i:_finalizeBundle,_finalizeBundle,transfer,shares14,5719c6dcbd72b8601b65013e5d2568e0bdc4d946bcf7ccfbe9d0161a3a60acb1,1
SYNTH_REENTRANCY::02395::SyntheticReentrancy02395,SyntheticReentrancy02395,i:exit2395,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-PlutosV1/plutos-eth-contract-0777815::PMintBurn,i:deposit,deposit,call,stakes15,e3b87b5d8e0c5f190e0f0e863c54b7421f4a5ebb7d3bbc55233ff6102253661a,1
SYNTH_REENTRANCY::02396::SyntheticReentrancy02396,SyntheticReentrancy02396,i:claim2396,claim,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactOutputSingle,exactOutputSingle,transfer,claims16,6e46e368bfa5a1a17ebc77df1b154590659513ee5d65efe8a26c36d72a1d1ccb,1
SYNTH_REENTRANCY::02397::SyntheticReentrancy02397,SyntheticReentrancy02397,i:settle2397,settle,train,DAPP::DAppSCAN-source/contracts/SlowMist-CFFv2 Smart Contract Security Audit Report/cff-contract-v2-c86bef3f13c7585f547f9cd0ca900f94664e96b7::CFVaultV2,i:withdraw,withdraw,send,escrowed0,26141290e6977b1b7fca2757765e55e90e89f764030082ece08c481d0fcec81c,1
SYNTH_REENTRANCY::02398::SyntheticReentrancy02398,SyntheticReentrancy02398,i:collect2398,collect,train,FORGE::vfp_00221::LimitOrderHook,i:_afterSwap,_afterSwap,safeTransfer,payouts1,5039c6e090116aa78b2a8d54ba6ada168f064d83ae343d841ba309d549dffc42,1
SYNTH_REENTRANCY::02399::SyntheticReentrancy02399,SyntheticReentrancy02399,i:harvest2399,harvest,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFSBonus,i:withdraw,withdraw,transfer,positions2,9d848d41485e02807908641e0d2dc6ace271b50105d32e29b5eb3e7931fb9fe1,1
SYNTH_REENTRANCY::02400::SyntheticReentrancy02400,SyntheticReentrancy02400,i:withdraw2400,withdraw,train,DAPP::DAppSCAN-source/contracts/Coinfabrik-Woonkly Security Audit (DEX STAKE)/STAKESmartContractPreRelease-main::WOOPStake,i:processReward,processReward,call,balances3,3c1ea9cf4b1d032ea851a49e449a0c9b339bbe8ec0eecf9fe90ac7173c737a49,1
SYNTH_REENTRANCY::02401::SyntheticReentrancy02401,SyntheticReentrancy02401,i:claimReward2401,claimReward,train,DAPP::DAppSCAN-source/contracts/Iosiro-SNX FlashBurn Smart Contract Audit/flashburn-3aa02a3d63d9e0110a5b6669a4a4011ceee3cf2b::SNXFlashLoanTool,i:swap,swap,transfer,credits4,0ef1959e2dd0ae073c0ba43863814b89c4ff65770109958cf6a96db7f0aea6c6,1
SYNTH_REENTRANCY::02402::SyntheticReentrancy02402,SyntheticReentrancy02402,i:refund2402,refund,train,FORGE::vfp_00174::P2pResolvProxy,i:initiateWithdrawalRESOLVAccruedRewards,initiateWithdrawalRESOLVAccruedRewards,send,pendingRewards5,f6ce080a80a45abfa0dd5db0e3151ee4de96d608a0fd61dba6c7f52f820622b7,1
SYNTH_REENTRANCY::02403::SyntheticReentrancy02403,SyntheticReentrancy02403,i:unstake2403,unstake,train,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::UniProxy,i:deposit,deposit,safeTransfer,withdrawalRequests6,59720116a8f788204024629f2d9ec92f294f2a0b36c3df20591c8f632556948e,1
SYNTH_REENTRANCY::02404::SyntheticReentrancy02404,SyntheticReentrancy02404,i:redeem2404,redeem,train,FORGE::vfp_00175::P2pYieldProxy,i:_withdraw,_withdraw,transfer,shares7,da62fca319bfb76a9f66f98fb244f2bc0e9e99e2984fb8a56d625a0aacb2503e,1
SYNTH_REENTRANCY::02405::SyntheticReentrancy02405,SyntheticReentrancy02405,i:payout2405,payout,val,FORGE::vfp_00001::AgentImageService,i:requestRefund,requestRefund,call,stakes8,e456359ad0c8386e5cf2c767d2da3adf517afa3a72eb25afe7a033d9821adf27,1
SYNTH_REENTRANCY::02406::SyntheticReentrancy02406,SyntheticReentrancy02406,i:release2406,release,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Auction,i:setGeneScienceAddress,setGeneScienceAddress,transfer,claims9,5f09b4e11fb34dc6b9788898d990e1ce0ba68385b2558363c1df2380c360a5c1,1
SYNTH_REENTRANCY::02407::SyntheticReentrancy02407,SyntheticReentrancy02407,i:exit2407,exit,train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-Limit Order Protocol/limit-order-protocol-a14bde6a260458de5083cee117d734221e1cbc05::LimitOrderProtocol,i:fillOrderTo,fillOrderTo,send,escrowed10,4ed37c3944d44b73fb44f6d65ba8b0f1f9babf42461ac185f7deec83def2f283,1
SYNTH_REENTRANCY::02408::SyntheticReentrancy02408,SyntheticReentrancy02408,i:claim2408,claim,val,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Vaults V3/yearn-vaults-e390c2a6b2ba6e2ecc8f3a72a1ea4adfabd17544::yWETH,i:withdrawETH,withdrawETH,safeTransfer,payouts11,f6d49c9cf52c7a75f1a5c7669c403e416a019b9d8812b55ac7ccacd0ee78373d,1
SYNTH_REENTRANCY::02409::SyntheticReentrancy02409,SyntheticReentrancy02409,i:settle2409,settle,train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BankingNode,i:unstake,unstake,transfer,positions12,5e130c20372c49c17e4f5d5377aee1b6d46508933e6a0186bfdcb0fe325f539c,1
SYNTH_REENTRANCY::02410::SyntheticReentrancy02410,SyntheticReentrancy02410,i:collect2410,collect,train,FORGE::vfp_00032::CurveConvexLib,i:unstakeAndExitPool,unstakeAndExitPool,call,balances13,793f12e62b42c2ccf2ef01f647beeeb7c642db2c5d55e82c4c0465de9ee59078,1
SYNTH_REENTRANCY::02411::SyntheticReentrancy02411,SyntheticReentrancy02411,i:harvest2411,harvest,train,FORGE::vfp_00045::PDPVerifier,i:nextProvingPeriod,nextProvingPeriod,transfer,credits14,29559bfc68bca3a0d8d00c36534b38510826ff3ee185c856d3c0bad46f391bdc,1
SYNTH_REENTRANCY::02412::SyntheticReentrancy02412,SyntheticReentrancy02412,i:withdraw2412,withdraw,train,FORGE::vfp_00234::mErc20Host,i:_verifyProof,_verifyProof,send,pendingRewards15,ef88af7a84c80a9cdc47d240cdb79fd0e9379160c4aa6fc246adef3ea182fd2a,1
SYNTH_REENTRANCY::02413::SyntheticReentrancy02413,SyntheticReentrancy02413,i:claimReward2413,claimReward,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:emergencyWithdraw,emergencyWithdraw,safeTransfer,withdrawalRequests16,ab19e1b765560928479b683c00bb9b4f892bc3ea8ba4cf6382178a873c00a9c6,1
SYNTH_REENTRANCY::02414::SyntheticReentrancy02414,SyntheticReentrancy02414,i:refund2414,refund,train,DAPP::DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f::D_Swap,i:Impl_Delivery,Impl_Delivery,transfer,shares0,5a910bf43d304e6a846244bfd146f71b9f618872f412da1e6e82666e41d50992,1
SYNTH_REENTRANCY::02415::SyntheticReentrancy02415,SyntheticReentrancy02415,i:unstake2415,unstake,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV2Adapter,i:swapExactTokensForTokens,swapExactTokensForTokens,call,stakes1,604aad3b8f1dc48817f84dafd6989b0140970cdc0ce2b099b024edd3a19a6a5e,1
SYNTH_REENTRANCY::02416::SyntheticReentrancy02416,SyntheticReentrancy02416,i:redeem2416,redeem,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::TokenDrop,i:claim,claim,transfer,claims2,58433935b78b13f31e824a16e0ebb126b7bd508dd170631643facadae098b46a,1
SYNTH_REENTRANCY::02417::SyntheticReentrancy02417,SyntheticReentrancy02417,i:payout2417,payout,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7::AlgoVestStaking,i:AVSTokenDonation,AVSTokenDonation,send,escrowed3,66ac4c0c40547a404dd97a1941b364ce2142dbc9058e870b7862b0b8098ed9d9,1
SYNTH_REENTRANCY::02418::SyntheticReentrancy02418,SyntheticReentrancy02418,i:release2418,release,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::NftEarnErc20Pool,i:slotStake,slotStake,safeTransfer,payouts4,cb6956d73dd0e6c879e95bb47e1a37dafb8c93c6682c9bede07e1d14964c445a,1
SYNTH_REENTRANCY::02419::SyntheticReentrancy02419,SyntheticReentrancy02419,i:exit2419,exit,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Aliana,i:setGeneScienceAddress,setGeneScienceAddress,transfer,positions5,93ea2b6629f59a07f9a8761140209b2035df5b59e07c8fe009c0773fbdc92aa5,1
SYNTH_REENTRANCY::02420::SyntheticReentrancy02420,SyntheticReentrancy02420,i:claim2420,claim,train,DAPP::DAppSCAN-source/contracts/Hacken-Ground Zero/code::IDO,i:claim,claim,call,balances6,dfdf928c488df11def370f5b92c63ed9eaceb343b582e0475325a8f6c05aa32b,1
SYNTH_REENTRANCY::02421::SyntheticReentrancy02421,SyntheticReentrancy02421,i:settle2421,settle,train,FORGE::vfp_00189::Box,i:allocate,allocate,transfer,credits7,950f49656f43ca9c811f31016a4e5e8bf23fbcfbde5eb995a4281c895b2b58d1,1
SYNTH_REENTRANCY::02422::SyntheticReentrancy02422,SyntheticReentrancy02422,i:collect2422,collect,train,FORGE::vfp_00116::L1Mailbox,i:getMsg,getMsg,send,pendingRewards8,0854e0216b97e6ae6298adcdc6c39bb2c403a3ff07899bbb08f9285cc166d16c,1
SYNTH_REENTRANCY::02423::SyntheticReentrancy02423,SyntheticReentrancy02423,i:harvest2423,harvest,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::Pod,i:depositTo,depositTo,safeTransfer,withdrawalRequests9,04729cb7bfba8641a588563928e890a286527a8a25fbba9e7058f489b07ed4d7,1
SYNTH_REENTRANCY::02424::SyntheticReentrancy02424,SyntheticReentrancy02424,i:withdraw2424,withdraw,test,FORGE::vfp_00058::LikwidMarginPosition,i:_margin,_margin,transfer,shares10,994dfbabbd0b98c6c69574e6baed2d1e8e1059bcb1e62d87624ae8e9dba51aa9,1
SYNTH_REENTRANCY::02425::SyntheticReentrancy02425,SyntheticReentrancy02425,i:claimReward2425,claimReward,train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BankingNode,i:collectFees,collectFees,call,stakes11,e1ba80444ff1367f5750575e09ab2184c886892459438f1ed18c57e032f5df82,1
SYNTH_REENTRANCY::02426::SyntheticReentrancy02426,SyntheticReentrancy02426,i:refund2426,refund,train,FORGE::vfp_00190::BoxAdapterCached,i:updateTotalAssets,updateTotalAssets,transfer,claims12,967831c7795417d6328edf1bef4846bdf3ee76c584c2178eb2a3d57b4bb5f5f3,1
SYNTH_REENTRANCY::02427::SyntheticReentrancy02427,SyntheticReentrancy02427,i:unstake2427,unstake,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::WETHGateway,i:repayCreditAccountETH,repayCreditAccountETH,send,escrowed13,468f2e3cf63eb5b8eab9a7b4b033ad4e363c3b6c7d4500a2352a26b53114dbd1,1
SYNTH_REENTRANCY::02428::SyntheticReentrancy02428,SyntheticReentrancy02428,i:redeem2428,redeem,train,FORGE::vfp_00221::LimitOrderHook,i:_handleCancelCallback,_handleCancelCallback,safeTransfer,payouts14,d5b7896d3df54ac3c0092ee9b7449381b45bf95f89641421ded5ff44de3f5e2f,1
SYNTH_REENTRANCY::02429::SyntheticReentrancy02429,SyntheticReentrancy02429,i:payout2429,payout,train,DAPP::DAppSCAN-source/contracts/PeckShield-COIN98/code::C98MSiG,i:vote,vote,transfer,positions15,ff8b9aaf5a52869c5ac7cf1f03d7ed6a8555e40edb0144b232721853b0f5c21a,1
SYNTH_REENTRANCY::02430::SyntheticReentrancy02430,SyntheticReentrancy02430,i:release2430,release,val,FORGE::vfp_00289::BasketToken,i:proRataRedeem,proRataRedeem,call,balances16,b0fd1d5cb2dc619db7b80db085b69d8c963a73a601cb17600e80f581c771b035,1
SYNTH_REENTRANCY::02431::SyntheticReentrancy02431,SyntheticReentrancy02431,i:exit2431,exit,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yWETH,i:withdrawETH,withdrawETH,transfer,credits0,51a342766bb11b0ff6b65eaa52f911c0d59ef2f7dfb0bd6954f2bca89858e560,1
SYNTH_REENTRANCY::02432::SyntheticReentrancy02432,SyntheticReentrancy02432,i:claim2432,claim,test,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",i:mintBatchEdition,mintBatchEdition,send,pendingRewards1,c72353a73eadf27044865fc9af5e92e5c23a53ac650495f2415c2d18d4d9b211,1
SYNTH_REENTRANCY::02433::SyntheticReentrancy02433,SyntheticReentrancy02433,i:settle2433,settle,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:safePudTransfer,safePudTransfer,safeTransfer,withdrawalRequests2,978719ad9d2c454cbfc43efaff7095e076e5077c9f40c55310b3a26c11ac75b0,1
SYNTH_REENTRANCY::02434::SyntheticReentrancy02434,SyntheticReentrancy02434,i:collect2434,collect,train,DAPP::DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code::UpgradeableToken,i:setUpgradeAgent,setUpgradeAgent,transfer,shares3,f860023db3977d22b8d0755cb8e3987c9dfd4288bd23690ba1c32ee4275b4eae,1
SYNTH_REENTRANCY::02435::SyntheticReentrancy02435,SyntheticReentrancy02435,i:harvest2435,harvest,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Sushi_and_Yearn_V2_Yield_Sources/pooltogether-yearnv2-yield-source-a34857f1555908a6263d2ebd189f0cb40e1858da::YearnV2YieldSource,i:supplyTokenTo,supplyTokenTo,call,stakes4,1eefef48e5b32e2d8c7a6f9e40497ab93863dd4b15709fbc62b4f4ab9d05f480,1
SYNTH_REENTRANCY::02436::SyntheticReentrancy02436,SyntheticReentrancy02436,i:withdraw2436,withdraw,train,FORGE::vfp_00189::Box,i:reallocate,reallocate,transfer,claims5,e0d13686f5c1a3d655f45424e27888f09832975defe8bb50c2e5101ae4269b6b,1
SYNTH_REENTRANCY::02437::SyntheticReentrancy02437,SyntheticReentrancy02437,i:claimReward2437,claimReward,train,DAPP::DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add::Fund,i:finalizeGrant,finalizeGrant,send,escrowed6,64bc380367b31ce36d8b42a170ac8fd63843ae44d4541901a7da6e8d0752b4f7,1
SYNTH_REENTRANCY::02438::SyntheticReentrancy02438,SyntheticReentrancy02438,i:refund2438,refund,train,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::MasterChef,i:deposit,deposit,safeTransfer,payouts7,3eadf2362690115f3798d8c01b9a77a5a5019e5e449d7c924cc3ab40ee8360ae,1
SYNTH_REENTRANCY::02439::SyntheticReentrancy02439,SyntheticReentrancy02439,i:unstake2439,unstake,train,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::BCubePublicSale,i:buyBcubeUsingUSDT,buyBcubeUsingUSDT,transfer,positions8,f4a0e6b50842e59c649219cd81889aabbd55ff1b52d632e389ff711a5773bba2,1
SYNTH_REENTRANCY::02440::SyntheticReentrancy02440,SyntheticReentrancy02440,i:redeem2440,redeem,test,FORGE::vfp_00288::DelegationMetaSwapAdapter,i:swapTokens,swapTokens,call,balances9,39906521ec3fd414428c41dea2524e49a14160e868a3a27d301c65c51d9fd2e0,1
SYNTH_REENTRANCY::02441::SyntheticReentrancy02441,SyntheticReentrancy02441,i:payout2441,payout,test,FORGE::vfp_00260::Router_Adapter,i:relayMessage,relayMessage,transfer,credits10,55d8d9a303298aed7b638e9a56a412453e424c0e351e3baf786991c4c9f0de5d,1
SYNTH_REENTRANCY::02442::SyntheticReentrancy02442,SyntheticReentrancy02442,i:release2442,release,train,FORGE::vfp_00189::Box,i:flash,flash,send,pendingRewards11,750f985bb9c33a96aafe7946bfc3aa31442ab7cb1c29c66fa20a2b2070252d2c,1
SYNTH_REENTRANCY::02443::SyntheticReentrancy02443,SyntheticReentrancy02443,i:exit2443,exit,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::YearnAdapter,i:_deposit,_deposit,safeTransfer,withdrawalRequests12,3b2bced182d3869f98aaa9700f7ae4daa5d0132ca983749041b990a53334832f,1
SYNTH_REENTRANCY::02444::SyntheticReentrancy02444,SyntheticReentrancy02444,i:claim2444,claim,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money-Final Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:withdraw,withdraw,transfer,shares13,f7b326e5a6d80842d1a319910862ffbb4094955b4e8e2fd577af9b14f5191296,1
SYNTH_REENTRANCY::02445::SyntheticReentrancy02445,SyntheticReentrancy02445,i:settle2445,settle,train,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::Hypervisor,i:withdraw,withdraw,call,stakes14,646826d5ebdf91a7ccf59dc2259b2adf1fe0957ebe2b9dd21c7820dae59fc91f,1
SYNTH_REENTRANCY::02446::SyntheticReentrancy02446,SyntheticReentrancy02446,i:collect2446,collect,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CurveV1Adapter,i:exchange,exchange,transfer,claims15,fd73dd95f5c343828d4f63dbfd5030c8588ca47d392a498000d5cdad832919ae,1
SYNTH_REENTRANCY::02447::SyntheticReentrancy02447,SyntheticReentrancy02447,i:harvest2447,harvest,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:balance,balance,send,escrowed16,de9f7a634bfc31cec91fd16e448aab17aba89888182e75e1c99b6b0d4ffaec6a,1
SYNTH_REENTRANCY::02448::SyntheticReentrancy02448,SyntheticReentrancy02448,i:withdraw2448,withdraw,test,FORGE::vfp_00058::LikwidMarginPosition,i:modify,modify,safeTransfer,payouts0,3e9a7984da12932c02d53846ea555c51302749d5d4ebdf0ae8f93aff4da879a7,1
SYNTH_REENTRANCY::02449::SyntheticReentrancy02449,SyntheticReentrancy02449,i:claimReward2449,claimReward,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::HoldStake,i:addPool,addPool,transfer,positions1,0f224738d52e12b9053a2edd43b7eec5ecb8f117a2c7f229458472f7631b7a4c,1
SYNTH_REENTRANCY::02450::SyntheticReentrancy02450,SyntheticReentrancy02450,i:refund2450,refund,train,DAPP::DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4::Holdefi,i:repayBorrowInternal,repayBorrowInternal,call,balances2,7b0c7621cd9525f0f67de3f7bc5e6301469e916c2b7f9d6b1a2e37bdf47f95e5,1
