kind,severity,description,example_key,examples
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::AdminUpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::AdminUpgradeabilityProxy"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::AdminUpgradeabilityProxy"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::AdminUpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::AdminUpgradeabilityProxy"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::AdminUpgradeabilityProxy"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::UniswapV2Factory,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::UniswapV2Factory"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::UniswapV2Factory"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::BscAprOracle,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::BscAprOracle"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::BscAprOracle"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::AprOracle,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::AprOracle"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::AprOracle"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ExchangeRoles,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ExchangeRoles"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeRoles"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Share,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Share"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Share"", ""overlap"": 8, ""sizes"": ""8/8""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::FundRoles,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::FundRoles"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::FundRoles"", ""overlap"": 5, ""sizes"": ""5/5""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::OrderQueueTestWrapper,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::OrderQueueTestWrapper"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::OrderQueueTestWrapper"", ""overlap"": 5, ""sizes"": ""5/5""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ChessRoles,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ChessRoles"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ChessRoles"", ""overlap"": 5, ""sizes"": ""5/5""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::HeapTestContract,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::HeapTestContract"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::HeapTestContract"", ""overlap"": 5, ""sizes"": ""5/5""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridgeTestInternal,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridgeTestInternal"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridgeTestInternal"", ""overlap"": 8, ""sizes"": ""8/8""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StabilityPoolBridgeTestInternal,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StabilityPoolBridgeTestInternal"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridgeTestInternal"", ""overlap"": 8, ""sizes"": ""8/8""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::TestUtil,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::TestUtil"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TestUtil"", ""overlap"": 3, ""sizes"": ""3/3""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MinHeap,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MinHeap"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MinHeap"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::ExampleBridgeContract,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::ExampleBridgeContract"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::ExampleBridgeContract"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::TroveBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::TroveBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TroveBridge"", ""overlap"": 4, ""sizes"": ""4/4""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StabilityPoolBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StabilityPoolBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridge"", ""overlap"": 3, ""sizes"": ""3/3""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridge"", ""overlap"": 3, ""sizes"": ""3/3""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::IssuanceBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::IssuanceBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::IssuanceBridge"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::AaveLendingBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::AaveLendingBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::AaveLendingBridge"", ""overlap"": 3, ""sizes"": ""3/3""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MStableBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MStableBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MStableBridge"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RaiBridge,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RaiBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RaiBridge"", ""overlap"": 4, ""sizes"": ""4/4""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseAdminUpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseAdminUpgradeabilityProxy"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::BaseAdminUpgradeabilityProxy"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableAdminUpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableAdminUpgradeabilityProxy"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::InitializableAdminUpgradeabilityProxy"", ""overlap"": 2, ""sizes"": ""2/2""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableUpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableUpgradeabilityProxy"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::InitializableUpgradeabilityProxy"", ""overlap"": 2, ""sizes"": ""2/2""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseUpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseUpgradeabilityProxy"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::BaseUpgradeabilityProxy"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::ElementBridge,"{""jaccard"": 0.875, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::ElementBridge"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::ElementBridge"", ""overlap"": 7, ""sizes"": ""8/7""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::MdexWorker02,"{""jaccard"": 0.846, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::MdexWorker02"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/Inspex-MDEX Integration/bsc-alpaca-contract-a3a14d27a4803afebdcf783c9ce8764b65f5587d::MdexWorker02"", ""overlap"": 11, ""sizes"": ""11/13""}"
