severity,issue,split,graph_id,source,project,contract,function,label,vulnerability_type,file,line,source_hash,state_count,external_call_count,external_methods,example_call,details
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Pool_USDC,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,Pool_USDC,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::PoolvAMM_USDC,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,PoolvAMM_USDC,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxPoolV3,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,FraxPoolV3,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::FraxPool,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,FraxPool,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDual,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewardsDual,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV2,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewardsDualV2,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewards,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewards,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Stake_FRAX_WETH,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,Stake_FRAX_WETH,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Stake_FXS_WETH,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,Stake_FXS_WETH,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Stake_FRAX_USDC,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,Stake_FRAX_USDC,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDual_FXS_WETH_Sushi,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewardsDual_FXS_WETH_Sushi,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDualV2_FRAX3CRV_V2,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewardsDualV2_FRAX3CRV_V2,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDual_FRAX3CRV,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewardsDual_FRAX3CRV,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::StakingRewardsDual_FRAX_FXS_Sushi,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,StakingRewardsDual_FRAX_FXS_Sushi,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e::Stake_FRAX_FXS,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxQ42021/frax-solidity-bd40775e283923aa9e32a107abd426430a99835e,Stake_FRAX_FXS,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDa,DAPP,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2,SafeBoxFilDa,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2::SafeBoxFilDaETH,DAPP,DAppSCAN-source/contracts/SlowMist-Booster-Protocol_智能安全审计报告/boosterProtocol-946b15629c410d706856584f3aa04001d6a55bd2,SafeBoxFilDaETH,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-88mph/88mph-contracts-76cd9d1fc45e65f5d0f686621fe6af85c40aa140::DInterest,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-88mph/88mph-contracts-76cd9d1fc45e65f5d0f686621fe6af85c40aa140,DInterest,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-88mph/88mph-contracts-76cd9d1fc45e65f5d0f686621fe6af85c40aa140::DInterestWithDepositFee,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-88mph/88mph-contracts-76cd9d1fc45e65f5d0f686621fe6af85c40aa140,DInterestWithDepositFee,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::ExposedLeveragedPool,DAPP,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a,ExposedLeveragedPool,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a::LeveragedPool,DAPP,DAppSCAN-source/contracts/Runtime_Vеrification-Tracer_Perpetual_Pools_V2/perpetual-pools-contracts-846bbf62652d7c83aee1cf3766275c4d08b00c8a,LeveragedPool,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b::GaugeD1,DAPP,DAppSCAN-source/contracts/PeckShield-StackerVC/StackerVC_VentureFund001-3cfb98b21f4731dfd62993feb7c7d1540837f59b,GaugeD1,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,DAPP,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295,yDelegatedVault,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee::PowerBombAvaxCurve33,DAPP,DAppSCAN-source/contracts/Hacken-Powerbomb-V1/powerbomb-lite-0f86ff1eecdd723be733a9b33ff4ffa3bbdadcee,PowerBombAvaxCurve33,,0,,,,,,,,,All-negative contract has 4 token-transfer/low-level risky interactions; 1 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Boardroom,DAPP,DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd,Boardroom,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::DarkRewardPool,DAPP,DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd,DarkRewardPool,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::IDO,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,IDO,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::SmartChefInitializable,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,SmartChefInitializable,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::BabyRouter01,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,BabyRouter01,,0,,,,,,,,,All-negative contract has 10 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::BabyRouter,DAPP,DAppSCAN-source/contracts/PeckShield-BabySwap/code,BabyRouter,,0,,,,,,,,,All-negative contract has 14 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::UniswapV2Router02,DAPP,DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07,UniswapV2Router02,,0,,,,,,,,,All-negative contract has 14 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8::TribalChief,DAPP,DAppSCAN-source/contracts/consensys-Fei_Protocol_v2_Phase_1/fei-protocol-core-5e3e2ab889f06831f4fe2e8460066ded40ccf0a8,TribalChief,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d::Treasury,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-YieldProtocol/fyDai-4422fda75931f2bfea49f5041ec90dc026e5c03d,Treasury,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleRouter02,DAPP,DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876,ImpossibleRouter02,,0,,,,,,,,,All-negative contract has 7 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::AlianaSale,DAPP,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5,AlianaSale,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::Treasury,DAPP,DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0,Treasury,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_UniV3,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarm_UniV3,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_ERC20,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarm_ERC20,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b::FraxUnifiedFarm_ERC20_Vesper_Orbit_FRAX,DAPP,DAppSCAN-source/contracts/PeckShield-Convex_Frax/frax-cvx-platform-2f8573ee796daa022c1050b4a749bf08049c439b,FraxUnifiedFarm_ERC20_Vesper_Orbit_FRAX,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::BancorNetwork,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,BancorNetwork,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 5 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestLiquidityPoolV1Converter,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,TestLiquidityPoolV1Converter,,0,,,,,,,,,All-negative contract has 8 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestConverterRegistry,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,TestConverterRegistry,,0,,,,,,,,,All-negative contract has 4 token-transfer/low-level risky interactions; 4 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestBancorNetwork,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,TestBancorNetwork,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 5 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::TestLiquidityPoolV2Converter,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,TestLiquidityPoolV2Converter,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::ConverterRegistry,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,ConverterRegistry,,0,,,,,,,,,All-negative contract has 4 token-transfer/low-level risky interactions; 4 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::ConverterBase,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,ConverterBase,,0,,,,,,,,,All-negative contract has 4 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidityPoolConverter,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,LiquidityPoolConverter,,0,,,,,,,,,All-negative contract has 4 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidityPoolV1Converter,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,LiquidityPoolV1Converter,,0,,,,,,,,,All-negative contract has 8 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidTokenConverter,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,LiquidTokenConverter,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::LiquidityPoolV2Converter,DAPP,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc,LiquidityPoolV2Converter,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 3 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,"DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::FeeDistribute",DAPP,"DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715",FeeDistribute,,0,,,,,,,,,All-negative contract has 4 token-transfer/low-level risky interactions; 1 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,"DAPP::DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715::Vault",DAPP,"DAppSCAN-source/contracts/Inspex-FairLaunch, Token, Vault & Workers/Meow-Finance-4a4f13efaf5e5fbed74c0ed23b665751e655d715",Vault,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 1 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::GrazingRange,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,GrazingRange,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::FairLaunchV2,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,FairLaunchV2,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::Vault,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,Vault,,0,,,,,,,,,All-negative contract has 6 token-transfer/low-level risky interactions; 1 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::CakeMaxiWorker02,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,CakeMaxiWorker02,,0,,,,,,,,,All-negative contract has 5 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WaultSwapRouter,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,WaultSwapRouter,,0,,,,,,,,,All-negative contract has 14 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeRouterV2,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,PancakeRouterV2,,0,,,,,,,,,All-negative contract has 14 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
MEDIUM,negative_contract_many_risky_interactions,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeRouter,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,PancakeRouter,,0,,,,,,,,,All-negative contract has 14 token-transfer/low-level risky interactions; 0 strong low-level/delegatecall signals.
